"# THE WORKING COPY — this file at the art library root is the list the owner works from. The suite regenerates it (and a mirror under build/_image-prompts/) via npm run art-worklist in the suite repo; edit nothing by hand."
"# ART WORK LIST — generated by `node tools/gen-art-worklist.mjs` (npm run art-worklist). Regenerate rather than editing by hand."
"# FILENAMES USE HYPHENS (thri-kreen.webp) — NOT underscores (thri_kreen.webp). The sidecar wiring keys art to hyphenated entry-key slugs; a file named with underscores will never be found."
"# The filename is the slug of the document key (flags.<module>.key after the last dot) + .webp — never the build/ JSON filename, which can disagree with it."
"# The full save path opens every notes cell — every path points into the standalone art library (C:/Projects/FoundryVTT/DakksUltimateTokens/art/<kind-dir>/<slug>.webp). The library is edition-agnostic: the SAME slug reached from two packs or modules is ONE shared file, and the notes name every entry it serves."
"# THE LOOP: generate a batch -> save each file at the exact path in its notes cell -> npm run build in the suite (the build resolves library art by existence; a misnamed file silently does nothing — check the name against this CSV) -> reload Foundry."
"# Creature tokens: PNG with alpha first, verify per IMAGE-BRIEF.md §9, then convert to .webp. Sizes: Tiny–Large 512px, Huge 1024px, Gargantuan 1536px."
"# P1 = generate first (this module). P2 = later. P3 = a real library icon already exists — only for a unified look."
"# emblem = non-physical subject rendered as an item-icon-style sigil/effect; not in the original six kinds, added for full coverage (spells, proficiencies, skills, abilities, tables, journals). Classes are kind 'npc' (class portrait — archetypal member)."
"# CANON BACKLOG rows (kind monster, P3, no suite slot yet) merge the 5e SRD monster list (CC-BY mechanical fields only) with the Too Many Tokens name list (names only), deduped against our own creature rows — art pre-made for future campaigns/editions."
"filename","display_name","kind","size","token_type","visual_brief","priority","notes"
"tembo.webp","Tembo","monster","Medium","top-down","Man-sized, two clawed limbs plus heavy biting jaws, hard scaled or chitinous shell","P1","C:/Projects/FoundryVTT/DakksUltimateTokens/art/npcs/tembo.webp; placeholder library icon today — this is the real art gap; CHECK: attack count disagrees — ""No. of Attacks"" says 5, damage lists 3"
"templar-mid-level.webp","Templar, Mid-Level","npc","Medium","circular portrait","Upright person, armed with a metal dagger, hard scaled or chitinous shell","P1","C:/Projects/FoundryVTT/DakksUltimateTokens/art/npcs/templar-mid-level.webp; no size in data — man-sized assumed; placeholder library icon today — this is the real art gap"
"templar-minor.webp","Templar, Minor","npc","Medium","circular portrait","Upright person, armed with a stone club","P1","C:/Projects/FoundryVTT/DakksUltimateTokens/art/npcs/templar-minor.webp; no size in data — man-sized assumed; placeholder library icon today — this is the real art gap"
"thug.webp","Thug","npc","Medium","circular portrait","Upright person, a heavy fist","P1","C:/Projects/FoundryVTT/DakksUltimateTokens/art/npcs/thug.webp; no size in data — man-sized assumed; placeholder library icon today — this is the real art gap"
"torban.webp","Torban","npc","Medium","circular portrait","Upright person, armed with a copper club, in strapped kank armor","P1","C:/Projects/FoundryVTT/DakksUltimateTokens/art/npcs/torban.webp; no size in data — man-sized assumed; placeholder library icon today — this is the real art gap"
"urrgos.webp","Urrgos","npc","Large","circular portrait","Upright large person (11 ft), an unarmed brawler","P1","C:/Projects/FoundryVTT/DakksUltimateTokens/art/npcs/urrgos.webp; placeholder library icon today — this is the real art gap; CHECK: attack count disagrees — ""No. of Attacks"" says 1, damage lists 2"
"dwarf.webp","Dwarf","npc","Medium","circular portrait","Upright person (4 ft tall), armed with carried weapons, wearing strapped armour","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/races/dwarf.webp; also drop a copy at C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/dwarf.webp — the 'creatures' pack resolves art from its own directory; playable race; one file serves race.dwarf (races) + npc.dwarf (creatures); placeholder library icon today — this is the real art gap"
"elf.webp","Elf","npc","Medium","circular portrait","Upright person (5 ft tall), armed with carried weapons, wearing strapped armour","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/races/elf.webp; also drop a copy at C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/elf.webp — the 'creatures' pack resolves art from its own directory; playable race; one file serves race.elf (races) + npc.elf (creatures); placeholder library icon today — this is the real art gap"
"gnome.webp","Gnome","npc","Small","circular portrait","Upright small person (3 ft tall), armed with carried weapons, wearing strapped armour","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/races/gnome.webp; also drop a copy at C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/gnome.webp — the 'creatures' pack resolves art from its own directory; playable race; one file serves race.gnome (races) + npc.gnome (creatures); placeholder library icon today — this is the real art gap"
"half-elf.webp","Half-Elf","npc","Medium","circular portrait","Upright person (5 ft tall), armed with carried weapons, wearing strapped armour","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/races/half-elf.webp; also drop a copy at C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/half-elf.webp — the 'creatures' pack resolves art from its own directory; playable race; one file serves race.half-elf (races) + npc.half-elf (creatures); placeholder library icon today — this is the real art gap"
"halfling.webp","Halfling","npc","Small","circular portrait","Upright small person (3 ft tall), armed with carried weapons, wearing strapped armour","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/races/halfling.webp; also drop a copy at C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/halfling.webp — the 'creatures' pack resolves art from its own directory; playable race; one file serves race.halfling (races) + npc.halfling (creatures); placeholder library icon today — this is the real art gap"
"human.webp","Human","npc","Medium","circular portrait","Upright person (6 ft tall), armed with carried weapons, wearing strapped armour","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/races/human.webp; also drop a copy at C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/human.webp — the 'creatures' pack resolves art from its own directory; playable race; one file serves race.human (races) + npc.human (creatures); placeholder library icon today — this is the real art gap"
"athasian-dwarf.webp","Dwarf (Athasian)","npc","Medium","circular portrait","Upright person (4 ft 2 in tall), armed with carried weapons","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/races/athasian-dwarf.webp; playable race; placeholder library icon today — this is the real art gap"
"athasian-elf.webp","Elf (Athasian)","npc","Medium","circular portrait","Upright person (6 ft 6 in tall), armed with carried weapons","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/races/athasian-elf.webp; playable race; placeholder library icon today — this is the real art gap"
"athasian-half-elf.webp","Half-Elf (Athasian)","npc","Medium","circular portrait","Upright person (5 ft 10 in tall), armed with carried weapons","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/races/athasian-half-elf.webp; playable race; placeholder library icon today — this is the real art gap"
"athasian-halfling.webp","Halfling (Athasian)","npc","Small","circular portrait","Upright small person (3 ft tall), armed with carried weapons","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/races/athasian-halfling.webp; playable race; placeholder library icon today — this is the real art gap"
"athasian-human.webp","Human (Athasian)","npc","Medium","circular portrait","Upright person (5 ft tall), armed with carried weapons","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/races/athasian-human.webp; playable race; placeholder library icon today — this is the real art gap"
"aerial-servant.webp","Aerial Servant","monster","Large","top-down","Large (8 ft tall), massively built, one dominant natural weapon, likely a maw big enough to take a person whole, heavy bony or chitinous plating, a flier, long grasping appendages","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/aerial-servant.webp; placeholder library icon today — this is the real art gap"
"air-elemental.webp","Air Elemental","monster","Huge","top-down","Huge (8 to 16 ft tall), the whole body as a battering mass, with no limb doing the striking, heavy bony or chitinous plating, a flier","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/air-elemental.webp; placeholder library icon today — this is the real art gap"
"basilisk.webp","Basilisk","monster","Medium","top-down","Man-sized (7 ft long), a biting head, hard scaled or chitinous shell","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/basilisk.webp; placeholder library icon today — this is the real art gap"
"behir.webp","Behir","monster","Gargantuan","top-down","Colossal (40 ft long), massively built, a biting head and a long constricting body, hard scaled or chitinous shell, visible venom apparatus","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/behir.webp; placeholder library icon today — this is the real art gap"
"black-pudding.webp","Black Pudding","monster","Large","top-down","Large (3 to 8 ft), massively built, a bare touch — no weapon and no limb, the contact itself is the attack, tough leathery hide","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/black-pudding.webp; placeholder library icon today — this is the real art gap"
"brown-pudding.webp","Brown Pudding","monster","Large","top-down","Large (3 to 8 ft), massively built, a bare touch — no weapon and no limb, the contact itself is the attack, hard scaled or chitinous shell","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/brown-pudding.webp; placeholder library icon today — this is the real art gap"
"brownie.webp","Brownie","monster","Tiny","top-down","Tiny (1 ft tall), armed with carried weapons, heavy bony or chitinous plating, carrying crafted gear","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/brownie.webp; placeholder library icon today — this is the real art gap"
"centaur.webp","Centaur","monster","Large","top-down","Large, two hard hooves, wearing strapped armour, long running legs, muted olive-and-bark colouring","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/centaur.webp; placeholder library icon today — this is the real art gap"
"clay-golem.webp","Clay Golem","monster","Large","top-down","Large (8 ft tall), massively built, a heavy slamming limb, tough leathery hide","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/clay-golem.webp; placeholder library icon today — this is the real art gap"
"cockatrice.webp","Cockatrice","monster","Small","top-down","Small (3 ft tall), a hard hooked beak, tough leathery hide, a flier","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/cockatrice.webp; placeholder library icon today — this is the real art gap"
"corpse-ravager.webp","Corpse Ravager","monster","Large","top-down","Large (9 ft long), eight long muscular tentacles and a biting head, heavy bony or chitinous plating, visible venom apparatus, pale and near-eyeless","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/corpse-ravager.webp; placeholder library icon today — this is the real art gap"
"couatl.webp","Couatl","monster","Large","top-down","Large (12 ft long), a clawed limb plus a wide fanged maw, hard scaled or chitinous shell, a flier, visible venom apparatus, muted olive-and-bark colouring","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/couatl.webp; placeholder library icon today — this is the real art gap"
"djinni.webp","Djinni","monster","Large","top-down","Large (8 to 10 ft tall), a heavy slamming limb, hard scaled or chitinous shell, a flier, carrying crafted gear","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/djinni.webp; placeholder library icon today — this is the real art gap"
"dretch.webp","Dretch","monster","Small","top-down","Small (4 ft tall), two clawed limbs and a biting head, hard scaled or chitinous shell","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/dretch.webp; placeholder library icon today — this is the real art gap"
"dryad.webp","Dryad","monster","Medium","top-down","Man-sized (5 ft tall), armed with carried weapons, carrying crafted gear, muted olive-and-bark colouring","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/dryad.webp; placeholder library icon today — this is the real art gap"
"earth-elemental.webp","Earth Elemental","monster","Huge","top-down","Huge (8 to 16 ft tall), a heavy slamming limb, heavy bony or chitinous plating","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/earth-elemental.webp; placeholder library icon today — this is the real art gap"
"efreeti.webp","Efreeti","monster","Large","top-down","Large (12 ft tall), massively built, a heavy slamming limb, heavy bony or chitinous plating, a flier, carrying crafted gear","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/efreeti.webp; placeholder library icon today — this is the real art gap"
"ettin.webp","Ettin","monster","Huge","top-down","Huge (13 ft tall), massively built, armed with carried weapons, heavy bony or chitinous plating, dust-grey rock colouring","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/ettin.webp; placeholder library icon today — this is the real art gap"
"flesh-golem.webp","Flesh Golem","monster","Large","top-down","Large (7 ft or more tall), two heavy slamming limbs","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/flesh-golem.webp; placeholder library icon today — this is the real art gap"
"gazer.webp","Gazer","monster","Medium","top-down","Man-sized (5 ft), a biting head, sheathed in fused armour plating, a flier, oversized dominant eyes","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/gazer.webp; placeholder library icon today — this is the real art gap"
"ghast.webp","Ghast","monster","Medium","top-down","Man-sized (5 to 6 ft tall), two clawed limbs and a biting head, hard scaled or chitinous shell, visible venom apparatus","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/ghast.webp; placeholder library icon today — this is the real art gap"
"ghoul.webp","Ghoul","monster","Medium","top-down","Man-sized (5 to 6 ft tall), two clawed limbs and a biting head, tough leathery hide, visible venom apparatus","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/ghoul.webp; placeholder library icon today — this is the real art gap"
"gorgimera.webp","Gorgimera","monster","Large","top-down","Large (5 ft tall), massively built, two clawed limbs, two biting heads and a goring horn, heavy bony or chitinous plating, a flier, distended throat or vent","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/gorgimera.webp; placeholder library icon today — this is the real art gap"
"griffon.webp","Griffon","monster","Large","top-down","Large (9 ft long), two clawed limbs and a biting head, heavy bony or chitinous plating, a flier, dust-grey rock colouring","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/griffon.webp; placeholder library icon today — this is the real art gap"
"harpy.webp","Harpy","monster","Medium","top-down","Man-sized (6 ft tall), two taloned limbs, tough leathery hide, a flier","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/harpy.webp; placeholder library icon today — this is the real art gap"
"invisible-stalker.webp","Invisible Stalker","monster","Large","top-down","Large (8 ft tall), one dominant natural weapon, likely a maw big enough to take a person whole, heavy bony or chitinous plating, a flier, ground-matching patterning","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/invisible-stalker.webp; placeholder library icon today — this is the real art gap"
"juju-zombie.webp","Juju Zombie","monster","Medium","top-down","Man-sized (6 ft tall), a heavy slamming limb, tough leathery hide","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/juju-zombie.webp; placeholder library icon today — this is the real art gap"
"kobold.webp","Kobold","monster","Small","top-down","Small (3 ft tall), armed with carried weapons, wearing strapped armour, carrying crafted gear","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/kobold.webp; placeholder library icon today — this is the real art gap"
"leprechaun.webp","Leprechaun","monster","Tiny","top-down","Tiny (1 ft tall), ground-matching patterning, dull straw-and-dust colouring","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/leprechaun.webp; placeholder library icon today — this is the real art gap"
"lich.webp","Lich","monster","Medium","top-down","Man-sized (6 ft tall), massively built, a bare touch — no weapon and no limb, the contact itself is the attack, sheathed in fused armour plating, visible venom apparatus","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/lich.webp; placeholder library icon today — this is the real art gap"
"manticore.webp","Manticore","monster","Huge","top-down","Huge (15 ft long), two clawed limbs and a biting head, hard scaled or chitinous shell, a flier","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/manticore.webp; placeholder library icon today — this is the real art gap"
"marilith.webp","Marilith","monster","Large","top-down","Large (7 ft tall), massively built, a long heavy tail used as a weapon, sheathed in fused armour plating, carrying crafted gear, long grasping appendages","P2","C:/Projects/FoundryVTT/DakksUltimateTokens/art/creatures/marilith.webp; placeholder library icon today — this is the real art gap"
